Ricardo,75476,(88) 93348-4098,15,399,4,52.56,1.74,Antialérgico,cansaço
Sofia,90220,(88) 98655-2251,70,183,1,90.17,1.90,Paracetamol,tosse
Lucas,79359,(88) 92499-3753,10,297,1,54.38,1.83,Antialérgico,febre
Carlos,61248,(88) 98025-2094,94,49,2,58.44,1.63,Ibuprofeno,dor abdominal
Maria,36168,(88) 94115-7358,23,276,1,87.35,1.43,Paracetamol,dor de cabeça
Sofia,36273,(88) 95714-8427,25,85,3,92.31,1.72,Paracetamol,febre
Ana,86194,(88) 91023-7639,15,2,4,116.20,1.86,Ibuprofeno,cansaço
Ana,91655,(88) 96203-4545,27,89,3,41.65,1.33,Ibuprofeno,dor abdominal
Lucas,48131,(88) 95864-7228,6,226,3,66.38,1.74,Dipirona,náusea
Ana,83582,(88) 96171-8729,84,336,3,79.71,1.61,Dipirona,náusea
Maria,86856,(88) 91525-5963,14,343,2,94.74,1.35,Omeprazol,tosse
Ana,95141,(88) 93662-6441,27,54,2,100.27,1.52,Amoxicilina,dor muscular
Ricardo,97770,(88) 94721-4664,7,94,5,97.54,1.72,Paracetamol,dor muscular
Ricardo,89195,(88) 93457-5571,23,321,3,75.57,1.82,Paracetamol,náusea
Beatriz,57080,(88) 95925-9926,2,98,1,85.15,1.69,Omeprazol,dor de cabeça
Ana,43277,(88) 94954-3412,73,114,2,83.62,1.34,Paracetamol,febre
Ana,15711,(88) 95917-5850,24,217,0,100.63,1.56,Ibuprofeno,dor abdominal
Fernanda,21301,(88) 93542-8476,99,19,4,90.18,1.43,Paracetamol,dor abdominal
Maria,38743,(88) 97045-3694,89,375,2,112.38,1.30,Ibuprofeno,febre
Sofia,93584,(88) 94477-5446,5,205,5,106.33,1.42,Omeprazol,tosse
Maria,24672,(88) 93997-4624,14,69,0,87.15,1.73,Ibuprofeno,dor abdominal
Maria,66615,(88) 92609-2919,61,372,1,110.67,1.42,Ibuprofeno,febre
Pedro,14907,(88) 97249-5192,51,304,4,78.84,1.73,Ibuprofeno,dor de cabeça
Beatriz,47869,(88) 95049-5963,47,20,5,31.76,1.24,Dipirona,dor de cabeça
Sofia,90842,(88) 97373-1087,1,142,3,70.78,1.71,Omeprazol,tosse
Maria,42908,(88) 95061-8649,26,393,0,98.10,1.48,Antialérgico,dor de cabeça
Ana,11945,(88) 95374-8428,90,167,1,71.48,1.99,Antialérgico,dor muscular
Carlos,21608,(88) 99685-9590,7,341,1,114.92,1.87,Antialérgico,dor de cabeça
Sofia,50967,(88) 92159-6411,70,69,4,108.72,1.31,Amoxicilina,dor de cabeça
Ricardo,93497,(88) 97426-5414,55,291,4,112.35,1.55,Paracetamol,febre
Maria,52376,(88) 92926-4182,3,318,3,92.62,1.54,Ibuprofeno,febre
Pedro,15897,(88) 94220-3862,15,58,4,30.30,1.55,Ibuprofeno,cansaço
Fernanda,56346,(88) 94513-6290,10,257,4,68.97,1.21,Ibuprofeno,dor de cabeça
Carlos,87660,(88) 91062-8819,42,263,4,63.14,1.85,Paracetamol,cansaço
Maria,80315,(88) 94524-4479,91,22,1,60.78,1.89,Ibuprofeno,dor abdominal
Lucas,46923,(88) 91710-4289,3,44,0,44.46,1.39,Amoxicilina,dor de cabeça
Pedro,85436,(88) 94846-4739,11,22,1,38.36,1.48,Amoxicilina,dor muscular
Lucas,78659,(88) 97484-8468,54,233,2,93.05,1.40,Paracetamol,dor abdominal
Sofia,29243,(88) 96539-7981,4,348,1,90.51,1.74,Dipirona,dor muscular
Maria,86580,(88) 91916-3396,79,317,4,44.70,1.30,Ibuprofeno,febre
João,17419,(88) 93465-8684,80,58,5,51.87,1.65,Omeprazol,dor abdominal
Maria,78573,(88) 91662-5297,19,64,3,112.16,1.37,Paracetamol,dor de cabeça
Fernanda,94865,(88) 98008-2147,44,346,2,113.36,1.48,Omeprazol,tosse
Maria,11137,(88) 96792-3905,37,42,1,106.21,1.98,Amoxicilina,febre
Fernanda,77176,(88) 98278-2150,54,70,5,109.26,1.34,Paracetamol,náusea
Sofia,26672,(88) 91925-3132,30,222,4,117.69,1.89,Amoxicilina,dor abdominal
Maria,16027,(88) 94186-6966,35,1,1,75.06,1.61,Amoxicilina,náusea
João,78788,(88) 95561-7687,95,179,3,62.29,1.45,Omeprazol,náusea
Ricardo,10945,(88) 96033-3530,50,243,5,108.43,1.62,Amoxicilina,dor de cabeça
Beatriz,16712,(88) 91330-9651,22,312,1,96.46,1.44,Paracetamol,dor muscular
João,45689,(88) 99598-7570,77,142,3,96.04,1.40,Dipirona,febre
Fernanda,96337,(88) 91829-2220,96,213,0,116.45,1.36,Amoxicilina,tosse
Beatriz,70568,(88) 95230-6204,99,250,3,92.78,1.52,Amoxicilina,náusea
Beatriz,75668,(88) 94304-2267,39,91,2,65.84,1.21,Antialérgico,tosse
Pedro,19337,(88) 91554-7053,60,159,2,81.64,1.24,Paracetamol,dor abdominal
Maria,71713,(88) 94276-2105,90,32,3,83.94,1.91,Ibuprofeno,cansaço
Sofia,28130,(88) 94730-2081,51,173,5,118.34,1.79,Paracetamol,dor abdominal
Ricardo,71910,(88) 97935-8767,91,227,0,93.70,1.67,Amoxicilina,náusea
Pedro,78406,(88) 98386-3766,55,129,3,70.37,1.58,Paracetamol,tosse
Ana,49893,(88) 92248-8726,68,108,4,88.58,1.85,Paracetamol,náusea
Pedro,21993,(88) 91704-8279,50,199,5,30.36,1.24,Dipirona,tosse
Carlos,77959,(88) 95188-6722,42,265,1,83.80,1.34,Dipirona,cansaço
Maria,64761,(88) 99447-2121,0,249,1,56.95,1.65,Dipirona,cansaço
Pedro,16510,(88) 99705-8823,69,276,1,105.10,1.35,Amoxicilina,cansaço
Maria,99667,(88) 99247-7876,19,187,0,42.39,1.64,Paracetamol,dor muscular
Pedro,99223,(88) 98960-1774,2,307,5,108.98,1.34,Amoxicilina,febre
Ana,46236,(88) 97324-6425,60,338,3,117.06,1.52,Amoxicilina,febre
Maria,34477,(88) 95488-5594,7,20,4,95.96,1.45,Paracetamol,dor de cabeça
Pedro,93139,(88) 97976-2469,17,121,1,74.89,1.56,Amoxicilina,febre
Maria,66136,(88) 93593-4510,90,278,4,119.40,1.69,Omeprazol,dor abdominal
Maria,25338,(88) 95718-9590,4,23,4,116.09,1.37,Paracetamol,dor abdominal
Sofia,79211,(88) 96080-2416,67,276,3,63.52,1.58,Amoxicilina,tosse
Ana,42863,(88) 98716-5847,9,152,3,93.21,1.42,Dipirona,tosse
Fernanda,93556,(88) 91150-6779,87,13,3,101.38,1.39,Ibuprofeno,tosse
Sofia,93742,(88) 94092-3202,7,230,0,102.90,1.50,Antialérgico,dor muscular
Sofia,50426,(88) 91132-8386,70,73,3,32.93,1.86,Ibuprofeno,dor muscular
Maria,21071,(88) 97837-1419,5,398,4,112.62,1.92,Dipirona,dor de cabeça
Ricardo,90547,(88) 96264-2140,14,100,3,77.73,1.92,Antialérgico,náusea
Sofia,29512,(88) 98038-1067,46,140,2,54.22,1.69,Paracetamol,febre
Ana,50593,(88) 96204-9819,19,145,5,45.45,1.70,Amoxicilina,dor abdominal
Ana,56839,(88) 98106-7462,1,331,4,38.45,1.30,Amoxicilina,tosse
Carlos,79993,(88) 99085-2980,73,339,1,63.44,1.35,Paracetamol,cansaço
Beatriz,33679,(88) 95240-1730,20,274,2,103.11,1.95,Antialérgico,tosse
Lucas,23524,(88) 94943-7246,38,327,4,63.43,1.72,Amoxicilina,cansaço
Maria,35708,(88) 91452-9814,75,109,1,76.49,1.46,Omeprazol,tosse
Ana,35287,(88) 94679-7187,38,106,2,117.70,1.58,Amoxicilina,náusea
Lucas,33652,(88) 94110-7450,100,253,5,101.67,1.97,Antialérgico,dor de cabeça
Ana,42740,(88) 93589-4231,59,105,0,89.51,1.60,Paracetamol,náusea
Lucas,42783,(88) 93900-5894,71,184,1,59.59,1.94,Omeprazol,febre
Lucas,16597,(88) 98211-7401,63,23,3,48.54,1.54,Ibuprofeno,dor muscular
Pedro,78606,(88) 98445-3873,70,23,3,102.24,1.25,Antialérgico,dor de cabeça
João,87259,(88) 98739-7320,10,98,0,57.59,1.22,Ibuprofeno,dor abdominal
Sofia,88022,(88) 93665-5959,45,72,3,66.76,1.74,Ibuprofeno,náusea
Maria,69236,(88) 95370-8083,75,272,4,41.18,1.74,Amoxicilina,dor abdominal
Fernanda,76540,(88) 97588-9536,69,202,5,109.39,1.79,Paracetamol,dor de cabeça
Pedro,85029,(88) 99112-1712,6,321,2,111.13,1.95,Dipirona,dor de cabeça
Lucas,91957,(88) 94116-9222,37,111,2,103.21,1.72,Paracetamol,dor muscular
Pedro,60783,(88) 94847-5074,20,393,5,79.88,1.71,Dipirona,náusea
Ricardo,24727,(88) 91894-1499,37,26,1,52.92,1.75,Paracetamol,tosse
Pedro,15163,(88) 92139-5727,58,348,3,59.73,1.23,Paracetamol,náusea
Maria,71568,(88) 98389-3488,44,354,0,99.57,1.40,Amoxicilina,febre
Sofia,76387,(88) 91568-6504,77,325,2,62.50,1.88,Dipirona,dor de cabeça
Sofia,74092,(88) 96467-6601,30,174,1,78.51,1.87,Antialérgico,dor muscular
Sofia,29118,(88) 97693-5254,88,194,4,112.70,1.32,Amoxicilina,dor abdominal
Maria,66020,(88) 97184-8532,26,249,1,67.26,1.22,Antialérgico,tosse
Carlos,25576,(88) 95657-6823,40,111,3,86.94,1.92,Dipirona,febre
Maria,13690,(88) 99872-4851,99,88,0,90.80,1.66,Ibuprofeno,tosse
Fernanda,47807,(88) 95461-9523,53,258,5,63.83,1.36,Antialérgico,cansaço
Fernanda,92844,(88) 96253-9204,63,75,3,92.41,1.25,Antialérgico,cansaço
Lucas,67609,(88) 94123-1587,44,224,3,71.39,1.52,Amoxicilina,dor muscular
Ana,87395,(88) 95182-6134,6,303,0,113.19,1.90,Paracetamol,cansaço
João,56008,(88) 97909-3199,4,279,5,71.64,1.33,Ibuprofeno,náusea
Carlos,92195,(88) 95501-7502,71,301,1,66.95,1.50,Amoxicilina,cansaço
Fernanda,19295,(88) 94221-6814,65,200,1,55.09,1.46,Omeprazol,dor de cabeça
Carlos,48918,(88) 91919-5189,38,110,2,50.39,1.23,Paracetamol,cansaço
Pedro,22525,(88) 96845-6529,86,50,0,50.94,1.26,Dipirona,dor muscular
João,76051,(88) 99050-5056,44,131,0,84.09,1.30,Dipirona,dor muscular
Pedro,78674,(88) 98799-8078,59,186,1,74.21,1.91,Antialérgico,febre
Ana,90226,(88) 98451-2560,35,228,5,66.57,1.74,Antialérgico,dor abdominal
Carlos,18189,(88) 91511-5218,4,103,4,70.07,1.33,Antialérgico,dor abdominal
Pedro,99181,(88) 97899-7954,94,62,1,48.07,1.21,Paracetamol,dor abdominal
Lucas,13191,(88) 92547-5009,13,375,0,95.12,1.28,Dipirona,dor abdominal
Beatriz,38513,(88) 92257-8787,52,176,0,95.10,1.23,Dipirona,náusea
Pedro,96920,(88) 99073-4979,31,229,4,78.64,1.26,Omeprazol,tosse
Fernanda,25349,(88) 97024-4774,13,242,5,111.16,1.45,Amoxicilina,febre
Sofia,76622,(88) 93415-2974,88,351,2,45.82,1.52,Paracetamol,dor de cabeça
Beatriz,91515,(88) 96209-5014,73,375,1,55.91,1.51,Ibuprofeno,cansaço
Ana,30819,(88) 94971-8251,9,110,3,68.83,1.50,Ibuprofeno,tosse
Pedro,74476,(88) 94956-3813,98,376,5,104.00,1.70,Antialérgico,dor de cabeça
Carlos,45669,(88) 93321-1371,7,386,0,100.28,1.27,Ibuprofeno,dor abdominal
Carlos,30491,(88) 95102-4060,34,167,4,86.48,1.40,Amoxicilina,dor abdominal
Carlos,90839,(88) 95219-1510,90,72,5,83.53,1.28,Amoxicilina,febre
Lucas,35033,(88) 91065-7300,99,273,1,78.04,1.34,Ibuprofeno,dor muscular
Ana,20037,(88) 98503-8197,4,250,0,101.88,1.81,Amoxicilina,náusea
João,33872,(88) 97406-3836,90,105,2,69.12,1.73,Ibuprofeno,tosse
Lucas,68261,(88) 96504-3324,57,324,1,41.29,1.80,Amoxicilina,cansaço
Fernanda,60817,(88) 96098-1493,75,215,4,71.78,1.61,Dipirona,dor de cabeça
Carlos,13335,(88) 98031-2471,40,283,5,81.97,1.62,Omeprazol,dor abdominal
Fernanda,10879,(88) 95725-7812,100,322,2,40.89,1.20,Amoxicilina,febre
Lucas,70569,(88) 99022-4797,29,150,1,57.16,1.54,Omeprazol,tosse
Fernanda,74568,(88) 91665-4708,26,134,5,85.86,1.59,Omeprazol,náusea
Beatriz,73137,(88) 93624-8677,59,197,0,64.64,1.82,Omeprazol,febre
Beatriz,30283,(88) 99019-6234,90,120,4,76.46,1.60,Amoxicilina,dor de cabeça
Pedro,17858,(88) 96255-3119,81,162,4,77.55,1.83,Antialérgico,febre
Beatriz,46302,(88) 97998-4443,6,343,0,101.50,1.51,Amoxicilina,tosse
Ana,35951,(88) 99961-9744,32,373,0,92.06,1.86,Paracetamol,dor muscular
Maria,84028,(88) 99381-9381,90,203,5,51.49,1.87,Amoxicilina,tosse
Carlos,11739,(88) 98150-1868,98,208,0,43.97,1.55,Omeprazol,náusea
Sofia,49348,(88) 95143-6007,69,228,5,30.48,1.73,Antialérgico,febre
Pedro,39372,(88) 92964-7541,38,359,2,99.55,1.75,Dipirona,tosse
Pedro,17143,(88) 95704-3283,85,354,4,40.30,1.59,Antialérgico,febre
Beatriz,93809,(88) 94934-5582,19,392,0,38.79,1.41,Antialérgico,cansaço
Fernanda,71855,(88) 95575-2553,68,237,0,49.92,1.62,Ibuprofeno,dor de cabeça
Ricardo,10550,(88) 98650-8684,61,162,3,54.10,1.62,Paracetamol,dor abdominal
Ricardo,19988,(88) 93960-9140,61,169,0,39.10,1.47,Dipirona,náusea
Pedro,12771,(88) 98666-4642,40,182,1,46.11,1.81,Antialérgico,dor abdominal
Fernanda,46027,(88) 94654-1919,2,6,4,106.95,1.58,Paracetamol,dor de cabeça
Ricardo,60287,(88) 93073-2013,82,149,1,67.82,1.35,Amoxicilina,dor muscular
Carlos,53151,(88) 92373-5531,21,375,2,53.99,1.99,Paracetamol,náusea
Beatriz,86327,(88) 99773-7968,45,150,5,48.72,1.26,Ibuprofeno,dor muscular
Pedro,52472,(88) 96763-1705,43,113,1,55.62,1.84,Paracetamol,tosse
Maria,37140,(88) 92128-7974,64,270,1,90.01,1.86,Amoxicilina,dor de cabeça
Carlos,98786,(88) 99799-6812,11,216,2,44.85,1.39,Antialérgico,dor abdominal
Maria,71430,(88) 94153-2982,70,241,2,72.87,1.45,Paracetamol,náusea
Fernanda,76806,(88) 99577-6782,81,146,5,86.52,1.75,Amoxicilina,dor de cabeça
Ricardo,16170,(88) 97221-1830,27,248,5,67.77,1.93,Omeprazol,dor de cabeça
Ricardo,91084,(88) 93485-4678,69,285,0,34.89,1.64,Dipirona,tosse
Maria,79203,(88) 94294-5755,11,222,0,62.86,1.63,Omeprazol,dor abdominal
Beatriz,51812,(88) 95489-4621,97,92,4,90.60,1.77,Omeprazol,cansaço
Lucas,79630,(88) 98262-1572,61,106,4,119.10,1.60,Paracetamol,tosse
Carlos,47801,(88) 91833-7450,4,136,0,112.51,1.39,Antialérgico,náusea
Pedro,55452,(88) 91044-8836,79,138,0,60.20,1.87,Paracetamol,febre
Beatriz,33758,(88) 96614-9391,24,121,0,47.99,1.40,Antialérgico,febre
Lucas,95163,(88) 97780-7664,25,131,5,49.01,1.57,Dipirona,cansaço
Ricardo,20722,(88) 93865-9795,66,393,1,66.89,1.27,Omeprazol,dor muscular
Maria,13002,(88) 95705-9385,25,26,0,98.00,1.45,Amoxicilina,tosse
João,21519,(88) 91389-3170,1,286,5,110.44,1.70,Antialérgico,cansaço
João,32052,(88) 97688-1640,3,381,3,94.06,1.62,Omeprazol,tosse
Pedro,19586,(88) 96031-3416,6,306,3,70.24,1.29,Ibuprofeno,tosse
Beatriz,99636,(88) 95734-6846,74,30,0,70.79,1.64,Omeprazol,tosse
Lucas,56851,(88) 94798-1495,53,231,0,112.69,1.75,Amoxicilina,dor de cabeça
Lucas,77729,(88) 97311-2914,31,51,1,84.39,1.56,Omeprazol,dor de cabeça
Sofia,10354,(88) 96800-2490,66,376,3,56.69,1.40,Omeprazol,náusea
João,20476,(88) 93785-5330,3,72,2,37.38,1.71,Antialérgico,dor abdominal
Maria,62977,(88) 94249-3848,61,142,4,75.52,1.44,Antialérgico,tosse
Lucas,29756,(88) 96683-6769,57,306,3,85.38,1.88,Paracetamol,febre
Pedro,98697,(88) 94942-6233,43,364,5,77.25,1.92,Amoxicilina,febre
Ricardo,12365,(88) 98769-1253,27,123,2,91.61,1.50,Ibuprofeno,náusea
Maria,59951,(88) 97096-2339,17,279,0,35.97,1.91,Amoxicilina,tosse
João,17066,(88) 95086-6200,62,81,0,104.27,1.42,Antialérgico,cansaço
Fernanda,94577,(88) 91482-7122,18,11,3,35.19,1.46,Paracetamol,cansaço
Fernanda,93607,(88) 99458-3172,7,89,3,119.91,1.47,Dipirona,cansaço
Fernanda,95603,(88) 99277-8259,55,124,3,31.05,1.65,Antialérgico,dor abdominal
Lucas,67927,(88) 92489-7510,100,87,4,88.55,1.23,Antialérgico,cansaço
Fernanda,49215,(88) 98582-5782,76,115,5,57.40,1.69,Paracetamol,cansaço
Ana,90555,(88) 97383-8476,94,251,0,96.04,1.25,Antialérgico,cansaço
Carlos,71914,(88) 95164-8711,58,309,3,30.48,1.47,Omeprazol,dor abdominal
Pedro,34910,(88) 98979-9842,22,46,1,94.52,1.83,Dipirona,dor muscular
João,20585,(88) 99272-5455,91,122,4,59.74,1.64,Omeprazol,cansaço
Lucas,49324,(88) 97333-7497,79,197,5,31.94,1.89,Omeprazol,dor abdominal
Ricardo,11406,(88) 97986-3944,44,47,3,87.08,1.26,Paracetamol,cansaço
Carlos,46895,(88) 92651-1769,55,212,4,93.43,1.70,Ibuprofeno,tosse
Ana,56920,(88) 92104-3834,91,195,2,45.68,1.67,Ibuprofeno,náusea
Ana,20638,(88) 98366-3637,74,239,3,95.04,1.69,Paracetamol,cansaço
Carlos,78153,(88) 92451-8517,10,141,2,57.39,1.95,Paracetamol,febre
Lucas,23734,(88) 92877-8244,94,8,2,112.23,1.81,Ibuprofeno,náusea
Ana,74942,(88) 97095-8481,54,34,1,75.79,1.55,Paracetamol,cansaço
Pedro,70004,(88) 99165-5990,82,125,0,115.71,1.36,Amoxicilina,dor muscular
Ricardo,48531,(88) 96566-1779,71,392,4,114.42,1.32,Paracetamol,dor de cabeça
Ricardo,99915,(88) 97461-7300,64,13,3,96.52,1.86,Amoxicilina,dor muscular
Carlos,72008,(88) 99378-8353,86,235,0,50.59,1.53,Dipirona,náusea
Ricardo,22306,(88) 95968-8250,76,369,5,80.94,1.71,Ibuprofeno,náusea
Lucas,17790,(88) 95471-8498,45,88,2,113.09,1.71,Antialérgico,cansaço
Pedro,91173,(88) 93536-7306,12,206,4,105.26,1.66,Ibuprofeno,tosse
Sofia,17459,(88) 94098-9465,13,80,1,89.34,1.62,Omeprazol,dor de cabeça
Maria,57393,(88) 93448-5930,83,291,4,49.41,1.22,Dipirona,dor muscular
Fernanda,75558,(88) 96142-6384,42,133,2,76.95,1.61,Paracetamol,dor muscular
Fernanda,14086,(88) 97108-6852,86,189,2,81.00,1.30,Antialérgico,febre
Ana,77730,(88) 95101-9979,22,324,1,119.12,1.27,Amoxicilina,dor muscular
Carlos,37190,(88) 98262-5125,91,309,3,56.31,1.36,Dipirona,dor muscular
Carlos,56098,(88) 99406-6796,72,360,5,86.78,1.72,Amoxicilina,tosse
Pedro,95028,(88) 93500-6039,70,112,4,54.65,1.53,Antialérgico,dor muscular
João,38680,(88) 98834-5883,85,176,4,39.42,1.67,Omeprazol,tosse
Pedro,44668,(88) 98819-2147,82,168,5,93.95,1.24,Antialérgico,febre
Pedro,90245,(88) 97780-5075,48,284,0,72.76,1.60,Omeprazol,cansaço
